"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ctl1","ctl2","ctl3","ctl4","uvb1","uvb2","uvb3","uvb4","uvb5"
"26","ELOVL6",138.759850381282,-1.05355686174781,0.231039825917357,-4.56006603002143,5.11375386708505e-06,0.000115846193373581,212.876716686475,143.169863378733,214.030180105513,215.736431212347,108.157040067575,59.97393617492,97.9353181129664,90.6344382264477,106.324729466563
"27","TECRP1",713.584384643418,-1.07457475548123,0.239672521963953,-4.483512530664,7.34242889160788e-06,0.000160173726561372,1133.15913805416,806.821834248902,1442.52861225586,686.326338856863,494.718312901686,520.337249066911,324.199673753268,567.409347646824,446.758955006292
"28","AGPAT9",120.66479929331,1.81245709076646,0.41256254664638,4.39316924306261,1.11710094177562e-05,0.000234990162394943,37.6628037214532,61.1454624846673,29.5814070064531,49.7853302797724,74.7752375775827,293.112054263341,321.498009805324,119.901808903738,98.5210795974575
"29","PGRMC2",845.109119530355,-0.698228245166748,0.162382120435882,-4.29990840920474,1.70868712708339e-05,0.000347040247535212,1111.87146638551,1152.81567074751,1087.55172817842,959.55297289228,599.537172720261,834.566886490436,741.606753710601,569.297565109875,549.181859538302
"30","NAA15",177.239187083407,1.02526338602243,0.239150198871426,4.28711073986455,1.81012067878236e-05,0.000355387026600936,103.163331932676,110.360103021107,132.246290146496,98.3852955528836,165.573740350362,184.145325156797,330.953833623128,230.362530492221,239.962233474995
"31","ARHGAP10",94.6641312878723,-1.06223571782569,0.25166424366285,-4.22084481436604,2.43388452653627e-05,0.000462438060041891,116.263437574921,146.15256886579,151.387200562436,125.056008202762,52.7432479341878,89.5385525991763,66.8661827116116,41.5407841871219,62.4291989528443
"32","MGST2",201.855211082374,-0.826409586338548,0.197300436937774,-4.18858467403793,2.80699577684835e-05,0.000516662660176149,338.965233493079,226.685617016327,292.33390453436,215.736431212347,166.241376400162,145.28897214206,140.486525293083,168.051354211538,122.907485438412
"33","RPL34",2209.980389167,-0.707271688459223,0.175566762497252,-4.02850561461082,5.61325204650932e-05,0.00100188044102848,2845.99795077764,2642.67706153245,3628.07256520321,2193.51794482664,2103.72119291931,1440.21917152449,1600.73588915676,1636.14043173369,1798.74129482883
"34","BTC",117.126130501033,-2.5565750210578,0.641197081311232,-3.98719067128265,6.68602913616501e-05,0.0011582562238827,250.539520407928,128.256335943448,304.514483889958,286.858331612022,45.3992513863895,0,8.10499184383171,22.6586095566119,7.80364986910554
"35","TMSB4XP8",2769.74448286825,0.790653474491032,0.198847894844599,3.97617221499345,7.00334173495047e-05,0.00117856236625309,1874.95262004626,1856.73416569295,2331.71090521454,1754.93289236198,2924.24589812332,3835.79780521566,2376.11344221666,4676.17054724579,3297.04206969709
"36","BMP2K",86.0085967124544,1.6682530524854,0.42286379652435,3.94513095279685,7.97563797906637e-05,0.00130490299157502,13.1001056422446,43.2492295623256,53.9425657176497,29.0414426632006,64.0930607807852,247.498074637346,128.329037527335,125.566461292891,69.2573925883117
"37","MRPL1",72.9181837667561,1.15559833904912,0.293966010022273,3.93106107390294,8.45717828624255e-05,0.00134629135421537,54.037935774259,53.6886987670249,27.8413242413676,33.7829026898456,104.818859818576,121.637279002655,88.4794942951628,108.572504125432,63.4046551864825
"38","OSTC",288.770916304836,0.738435375738951,0.196276095234508,3.7622277682704,0.000168406572166398,0.00261030186857916,234.164388355122,141.678510635205,236.651256051625,222.848621252315,321.132939953726,337.881330562929,319.471761844366,444.675212548509,340.434225539729
"39","RP11-396M11.1",58.2221591384502,1.6019803077911,0.432807399092628,3.70136996536939,0.000214438543569488,0.00323857185031868,32.7502641056115,23.8616438964555,33.061572536624,9.48292005328999,68.0988770795843,82.7809259879177,40.5249592191585,167.107245480013,66.3310238873971
"40","NAAA",130.564000267898,-0.865236697465812,0.237241750714227,-3.64706757921394,0.000265250179837045,0.00390580889810048,199.77661104423,193.875856658701,146.16695226718,162.987688415922,129.52139366117,79.4021126822884,70.9186786335274,80.2492421796673,112.177466868392
"41","LRAT",13.8537434553809,1.99613794804749,0.566648105490466,3.52271176539049,0.000427155637613126,0.00613645537936905,1.63751320528058,7.45676371764235,0,4.74146002664499,16.6909012449961,31.254023077071,37.8232952712146,8.49697858372947,16.5827559718493
"42","FGF2",66.0046099879548,1.08894822846779,0.321797809087781,3.38395165447117,0.00071450583142304,0.0100200936835279,62.2255018006619,25.352996639984,38.2818208318804,32.0048551798537,72.7723294281832,82.7809259879177,63.4891027766817,129.342896218993,87.7910610274373
"43","EEF1A1P9",4481.41443655165,-0.727227432123729,0.21568541024578,-3.37170433222641,0.000747046001513751,0.0102327929044558,5845.92214285165,5649.24419248585,7560.65961429639,4059.28246531144,4682.13161724632,3562.11392745968,2451.76003275909,3240.18116659551,3281.43476995888
"44","ENPEP",31.9366571728841,1.4530745174481,0.434757623980699,3.34226345277986,0.000830981489211925,0.0109037685900724,8.18756602640288,19.3875856658701,12.1805793555983,17.7804750999187,39.3905269381909,37.1669463619222,25.6658075054671,91.5785469579732,36.0918806446131
"45","RP11-553P9.1",561.358585296954,-0.741653183485523,0.221947417563664,-3.34157158315566,0.000833055325217759,0.0109037685900724,823.669142256129,659.177912639584,896.142624019019,532.821570494231,587.519723823864,474.723269440916,320.822593818338,399.357993435285,357.992437745217
"46","CCDC109B",115.015051555547,1.03338565982069,0.310653715121751,3.32648737007923,0.000879480053583162,0.0112611685121844,31.1127509003309,90.9725173552367,69.603310603419,88.309692996263,138.868298358368,164.717148649428,95.2336541650225,197.318724888829,158.999366083025
"47","SEPT11",289.451730109772,0.771044596647697,0.232891967361806,3.31073933284205,0.000930498427575816,0.0116609271030246,188.314018607266,272.91755206571,194.889269689573,167.136465939236,249.695882625142,329.434297298856,362.022969024483,505.098171366141,335.556944371538
"48","H2AFZ",587.775797100907,0.795289884644436,0.243596371282277,3.2647854336174,0.00109547026357038,0.0134423330258949,525.641738895065,396.699829778573,415.879780855428,311.750996751908,413.266714826104,871.733832852358,803.069608526325,911.064925922105,640.874745500293
"49","TMEM154",617.316792544765,-0.705253187010022,0.22176928965523,-3.18012105330919,0.00147213541227002,0.0176956685270825,831.856708282532,827.700772658301,675.152112853164,829.162822159543,387.89654493371,573.553558630573,688.248890738709,412.575515676642,329.704206969709
"50","USP38",226.532027856895,1.0580788586488,0.336513930152849,3.14423494494926,0.00166521686999692,0.0196162547285638,153.926241296374,156.592038070489,104.404965905128,130.390150732737,137.533026258768,411.370519960366,506.561990239482,234.138965418323,203.870352830382
"51","FAM13A",74.1077756588898,-1.15645415167599,0.371401838366094,-3.11375451657314,0.00184723111430665,0.0210931076558095,114.62592436964,71.5849316893666,140.946703971923,111.424310626157,86.1250504241801,20.2728798337758,34.4462153362848,36.8202405294944,50.723724149186
"52","SMARCAD1",133.113951035873,-0.641607688092072,0.206587559840324,-3.10574212981646,0.00189802157174517,0.0210931076558095,157.201267706935,146.15256886579,170.528110978377,192.621813582453,121.509761063572,81.9362226615104,89.8303262691347,110.460721588483,127.784766606603
"53","HPGDS",15.9920316651221,-1.46470668526282,0.471581696743885,-3.10594472893272,0.00189672164724229,0.0210931076558095,22.9251848739281,44.7405823058541,20.8809931810257,16.0024275899268,14.0203570457968,4.22351663203662,6.75415986985976,7.55286985220398,6.82819363546735
"54","EPGN",4.46940460961823,2.10447183523173,0.681035141882969,3.09010755217881,0.00200084027779579,0.0218239800670689,0,0,0,0,8.01163259759815,4.22351663203662,9.45582381780366,0,18.5336684391257
"55","UTP3",245.151332754337,0.73323714479731,0.239257625023134,3.06463438616183,0.0021793623878043,0.0233389899348497,234.164388355122,99.9206338164075,174.008276508547,199.73400362242,274.398416467737,317.608450729154,287.727210456026,371.03473148952,247.765883344101
"56","TMPRSS11E",71.61288990791,1.28776787990888,0.422540423322347,3.04767972205695,0.00230615576511806,0.0242558168866882,42.575343337295,67.1108734587812,22.6210759461112,15.4097450865962,58.7519723823864,56.5951228692907,126.302789566377,159.554375627809,95.5947108965429
"57","RUFY3",160.329946553925,-0.635489794727887,0.210611589784353,-3.01735434112894,0.00254991553568131,0.0254572650752697,257.08957322905,172.996918249303,172.268193743462,200.919368629082,117.503944764773,103.053805821693,139.135693319111,116.125373977636,163.876647251216
"58","PPBP",8.55602881116013,2.03885423813056,0.675712792400876,3.0173385217206,0.00255004862383856,0.0254572650752697,0,0,3.48016553017095,0,18.6938093943957,1.68940665281465,6.75415986985976,42.4848929186474,3.90182493455277
"59","ANTXR2",186.695235471052,0.639756043057072,0.211482503342004,3.02510152351694,0.0024854968103403,0.0254572650752697,175.213912965022,120.799572225806,140.946703971923,129.797468229407,181.597005545558,265.2368444919,191.142724317031,279.456184531547,196.066702961277
"60","PRDM8",31.6200144039679,-1.06231992451788,0.356196101992796,-2.98240188080264,0.00285996305561562,0.0276864231818837,60.5879885953813,35.7924658446833,36.541738066795,48.5999652731112,26.037805942194,23.6516931394051,10.1312398047896,19.8262833620354,23.4109496073166
"61","UBE2D3",1606.17104889108,0.51073640834057,0.171295414981409,2.9816116700847,0.00286735452308134,0.0276864231818837,1228.13490396043,1218.43519146276,1477.33026755757,1255.89422455759,1360.64226949209,2284.0777946054,2149.17367058937,1807.96822087133,1673.88289692314
"62","SLC9B2",55.645984969112,1.06876278814221,0.35968075722764,2.97142053519921,0.00296425574192222,0.0277134386030506,42.575343337295,17.8962329223416,53.9425657176497,20.1512051132412,80.1163259759815,54.905716216476,58.0857748807939,102.907851736279,70.2328488219499
"63","HSPD1P5",15.2608169178985,1.57301752969495,0.529366283467697,2.97151061338975,0.0029633863116164,0.0277134386030506,8.18756602640288,2.98270548705694,3.48016553017095,8.29755504662874,17.358537294796,47.3033862788101,16.8853996746494,9.44108731525497,23.4109496073166
"64","TMEM144",27.0292321494051,-1.13450262501601,0.388381086959427,-2.92110677658855,0.00348790264755618,0.0320996040532904,52.4004225689784,32.8097603576263,34.8016553017095,39.7097277231518,28.0407140915935,7.60232993766591,16.2099836876634,15.105739704408,16.5827559718493
"65","PDLIM5",434.740710121009,0.457333477864284,0.157455396489624,2.90452717442696,0.00367808273179488,0.0333290881388797,373.353010803971,369.855480395061,280.153325178761,408.950927298131,421.945983473503,498.374962580321,556.542773276444,477.719018151902,525.770909930986
"66","RP11-50D9.1",884.092062626074,-0.526705870852335,0.182760901935428,-2.88193954655808,0.00395235554678226,0.0352717790462841,1190.47210023898,1008.15445462525,1338.12364635073,742.038494169941,854.574143743803,745.873037217667,703.783458439386,664.65254699395,709.156681854966
"67","RPL7AP30",1273.0343314714,-0.652962945490507,0.229292947142515,-2.84772363750318,0.00440331441763618,0.0387097342087718,1604.76294117496,1480.91327432377,2282.98858779214,1055.56753843184,1143.66055330714,1098.11432432952,710.537618309246,1171.63893582314,909.125209750796
"68","PLRG1",216.37450994441,0.686980077348905,0.242573686472973,2.83204698472292,0.00462510519651349,0.0400615729521536,149.013701680532,135.713099661091,154.867366092607,197.955956112428,275.733688567336,283.820317672861,318.120929870394,146.336853386452,285.80867645599
"69","PLAC8",9.1916233168379,1.64897728633126,0.588983155865385,2.79970194378215,0.00511498112938582,0.0431800909281047,0,2.98270548705694,5.22024829525642,3.55609501998374,12.0174488963972,13.5152532225172,4.05249592191585,16.9939571674589,24.3864058409548
"70","FAM175A",18.1658296844117,-1.13386605682716,0.405148292103186,-2.79864454306617,0.00513175953305149,0.0431800909281047,22.9251848739281,17.8962329223416,31.3214897715385,34.3755851931762,7.3439965477983,9.29173659048056,11.4820717787616,12.2734135098315,16.5827559718493
"71","CXCL10",13.8546901623718,1.81154268262822,0.656503543067171,2.75937990245221,0.00579111687501097,0.0473745533247425,0,0,0,10.0756025566206,12.6850849461971,44.7692762995881,37.1478792842287,14.1616309728825,5.85273740182916
"72","RPS3A",2776.34172957269,-0.456518847234143,0.165397546537961,-2.76013070804146,0.00577782396409332,0.0473745533247425,3636.91682892816,2942.43896298167,3956.94820780437,2574.0201119649,2792.72159631275,2431.05617340028,2067.44833616407,2499.99992107952,2085.52542751846
"73","RP11-621K7.1",202.360277158149,-0.676578333453642,0.246282887115674,-2.74715933931644,0.00601139217035535,0.0483940274276472,212.876716686475,247.564555425726,379.338042788633,191.436448575792,172.25010084836,136.841938877986,141.837357267055,128.398787487468,210.69854646585
"74","SGMS2",116.844386470293,0.987336433171453,0.359890985203877,2.74343196624425,0.00608006456646162,0.0483940274276472,37.6628037214532,80.5330481505374,76.5636416637609,94.2365180295692,79.4486899261816,237.361634720458,201.949380108807,88.7462207633967,155.097541148473
